id,x,y,z,type
0,0.0004549896294076978,0.00021463224370146428,0.00012393975496154464,0
1,0.00046132802837065977,0.00022519578529638107,0.00045271765116494314,0
2,0.00023126011584610395,0.0008635084976659698,0.0003978877413176255,0
3,0.000672614020278591,0.0003195072979243111,0.00034047405937132335,0
4,0.000264267005100716,0.0006856888032444599,0.0006628195093889765,0
5,0.000770283387929331,0.0005590522572235838,0.0004358623096132741,0
6,0.0005068888400757444,0.0005556598681027929,0.0007122611572263433,0
7,0.0006878798930402726,0.0007439851325064151,0.00032562099495277185,0
8,0.0004210963044509777,0.0004171848509124031,0.0004452137461932665,0
9,0.0002556404174422766,0.0008129003649309867,0.0008276944475333281,0
10,0.0007367219545269173,0.0009101511854971684,0.0007041337162574787,0
11,0.0008821445611188718,0.0002551811628747087,6.4139743314094e-05,0
12,0.00045511405847158007,6.338066224495254e-05,0.00034225334591581524,0
13,0.0007884412705426908,0.0003412064119668696,0.0004265060514214172,0
14,0.0007211567412017774,0.0001489035463127585,8.824155656046685e-05,0
15,0.0008832108204843298,0.00019544024914432901,0.000515918887421674,0
16,0.0008186682821394894,5.492827790893551e-05,0.0009756792120822452,0
17,0.0002365629456661431,0.000590129323267882,0.00033037187297772986,0
18,4.204185959595297e-05,0.0007724790624648106,5.8347124617277315e-05,0
19,0.0007469164802748648,7.135703176591512e-05,0.00037586683380807606,0
20,0.000238978727539107,0.0008783783936128587,0.00017943400337886884,0
21,0.0003754654649146264,0.0008159206549297554,0.0008507775246961452,0
22,0.0006767048212047484,0.0005110488898006331,3.64778572009844e-05,0
23,0.0007123073773459762,0.00037453190346222154,0.0006680334261758631,0
24,5.9077358452545915e-05,0.0008582132856718188,0.0003299880034774667,0
25,0.000653062412837639,0.0005329043262035848,0.0005567333972765303,0
26,0.0009566826201639414,0.00022005083315208406,0.0006719576303515748,0
27,0.000928224922353514,0.0008682274945067092,0.00010973367841755655,0
28,0.0006488684076297299,0.00031715612287845716,0.0008517746912637745,0
29,9.4621386210202e-05,0.0006852465747391981,0.0009685853001618604,0
30,0.0009807965378906547,0.0007211043561187954,0.00014068942551203378,0
31,0.000516351059155673,0.0006069622357152513,0.0003590721485188152,0
32,0.00018203137679044867,0.00013589780764675685,0.0008453738473661678,0
33,0.0007178305933955042,0.00028883392899355873,0.0006633080168362679,0
34,2.9569961849039595e-05,0.00018339971706531356,0.0007399293345697164,0
35,0.00032744525696420745,0.00014365828075005128,0.0009452691416328737,0
36,3.047486505359398e-05,0.0008784631167766467,0.0005124283807007878,0
37,0.0006396985716407937,0.00028070703197437486,0.0003374347617646203,0
38,0.00045261083009274974,6.10259221089382e-05,0.0009901583669260873,0
39,0.00024950171720578706,0.0006807236560778288,0.0007860272012623321,0
40,0.0009172154336426867,0.00019409305443592517,0.0008260534237746754,0
41,0.00013334301788995705,0.0002672683048599793,0.0006891122633217223,0
42,0.0005592805063996896,8.456646738097307e-05,6.829363427548274e-05,0
43,0.0002487455248768996,0.0007386539665839548,0.0006657333299357653,0
44,0.00014522041246750817,0.0008945710018224183,0.00027769360887319874,0
45,0.0007940431018860525,0.0005241484836598802,0.0003524775043138494,0
46,0.0005081499379888828,0.0004879580070221573,5.917268883163796e-05,0
47,3.850564019577607e-05,0.0009971878655971372,0.00027693173951184614,0
48,0.0009531372355830892,0.000822864832863035,2.5341530469976336e-05,0
49,0.00048030123464116135,0.0003282267748813742,0.0007096724078947228,0
50,0.00013500712573393282,0.0006897429584534578,0.0006911607428556725,0
51,0.0003161838962874232,0.0002926453904002437,0.0008350393263669126,0
52,0.000311942057857186,3.2816134152966804e-05,0.0008229530783885928,0
53,0.00017011560602451538,0.0008703879294704573,0.0007162870221571908,0
54,0.0008313051179993052,0.000806115265888259,0.0002707665185263587,0
55,0.0008309796682118612,0.0005015935264143138,9.939060267722733e-05,0
56,0.000758943351965293,0.0006177402571464406,0.00012816435174603703,0
57,0.0006178404462969163,0.0006950324816041352,3.741430318453354e-05,0
58,0.0005660654254909254,0.00033684831516517146,0.0008954598409406407,0
59,0.0005257384403631111,0.000527019203294541,0.00010675239678166382,0
60,0.0003053691323916413,0.00019662847461429634,0.0008588195980700781,0
61,0.0008194650723795502,0.0009400808058450155,0.0005697237297954018,0
62,0.00021086482317683687,0.00042456244116010657,0.000615962691906506,0
63,0.0007080748244073484,0.0005482652712078262,0.0007316889930659568,0
64,0.0009650989650502522,0.0006417772082326301,0.0008236904924348003,0
65,0.0004272398116259749,0.00036207148452376193,0.0006424802810666044,0
