id,x,y,z,type
0,0.0004232938405108414,0.000927162802406093,0.0008144814868220782,0
1,0.0008107921234616509,0.0009449433217561207,0.0005844438926640991,0
2,0.0008985171085888494,0.00023921243826087658,0.0007437909145234756,0
3,0.0008605919563823646,4.9852495945026166e-05,0.0006106241983725247,0
4,0.0003584452118496061,0.00016704158782633905,0.0001703349152942284,0
5,0.00010915247386234207,0.000996891974474461,0.0001285111699336452,0
6,0.0002586431392586849,0.00017770349085137184,0.0002756279851955014,0
7,0.000973450444169363,0.0004911905684463605,8.231864850642424e-06,0
8,0.0007636492090172608,0.0002537705050504767,0.00046879846308401995,0
9,0.0006544199691832976,0.000540624991977748,0.0007340755163101609,0
10,0.00019108656371566858,0.0009609545818905989,0.0008993723216266175,0
11,0.00014298291301960775,0.0006565572053461734,0.0008791779191631425,0
12,0.0004824314539794724,0.00042276144440874907,0.0005233431669798941,0
13,0.0009570247484262845,0.000528171602698642,0.0006556064056993789,0
14,0.0009675665006358047,0.0008663401924951237,0.000987773597568773,0
15,0.0004454932046033461,0.00011654682560388496,0.0001001253353605781,0
16,0.0008618589457273104,0.0007085209631377319,0.0007723583328165153,0
17,0.0008542580766894317,0.0005024024598601699,4.964441598756708e-05,0
18,0.000618127610921038,0.0004813127008518591,0.0005275248543359787,0
19,0.0007381629333258636,0.0003425327810710461,0.000583555343176917,0
20,3.9245942695437575e-05,0.0005300747152482084,0.00038787073573600517,0
21,0.0008055845007291496,0.0005367829207852328,0.00014527086819611236,0
22,0.0003553976912622601,7.875034583548212e-06,0.0003263354716985889,0
23,0.000532275201543863,2.922676107070088e-06,0.0002246802469793814,0
24,0.0004458939693133647,0.0009416288450725138,0.00021156279452704376,0
25,0.0006360644611348021,0.000775279975464179,0.0005627600865331788,0
26,0.0006058686970576367,0.00046732284459527083,0.0009352537687543078,0
27,3.067852170402863e-05,0.0009678447364653043,0.0006380935930473628,0
28,0.0008385635821986329,0.0005070273960801804,0.0006519974012162263,0
29,0.0009939312922972064,0.00053195915893226,9.83262865832798e-05,0
30,0.0009481936262514789,0.000960915280489085,0.0001017045739466268,0
31,0.000524869086253846,0.0009646114433200411,9.216425832823361e-05,0
32,0.0009398610894016274,8.56921211269972e-05,0.0007945102113794846,0
33,0.0001550380625704818,0.000986865101896475,0.00024364507100819823,0
34,0.0002227829486585331,0.00018605915876405589,0.0008937737768901489,0
35,9.291545346216024e-05,0.0003850557152418348,0.00035939510339278916,0
36,0.0007188036896547562,0.0005148391955563436,0.0006048287380444302,0
37,0.0005043671890212844,0.0004609756938755575,7.601047997972587e-05,0
38,7.492934179754563e-05,4.347423370185488e-05,0.0007606592923692582,0
39,0.00040457288847008756,0.00020900384145029828,0.0008835822507855435,0
40,0.0005975758010416712,3.530540530906046e-05,0.0009050989660670483,0
41,0.0002069772046338547,0.0003439715432865278,0.0009887379774485418,0
42,0.0005591180403399896,0.00043013580115460593,0.0002769250115220158,0
43,0.0008610553600064638,0.00014288176912123009,0.00022159211661514333,0
